2019-08-06 08:04:52,"b'RT @TogetherHG: We are looking for a new full time, permanent Graduate Data Scientist to work in Blackburn or Wakefield\n\nIf you are looking\xe2\x80\xa6'"
2019-08-06 08:01:20,"b'We are looking for a new full time, permanent Graduate Data Scientist to work in Blackburn or Wakefield\n\nIf you are\xe2\x80\xa6 https://t.co/iuJWnYO4nO'"
2019-08-06 06:57:21,b'Freelance Data Strategy Director - London Marketing Agency. Initial 3 month FTC.  \nhttps://t.co/wXv1hiwAaP\xe2\x80\xa6 https://t.co/yFfIDcZsaI'
2019-08-06 01:31:28,b'RT @UTSRecruit: The UTS #Data Arena is a 360-degree 3D-stereoscopic interactive #datavisualisation facility set to change the way we view a\xe2\x80\xa6'
2019-08-06 01:26:54,b'The UTS #Data Arena is a 360-degree 3D-stereoscopic interactive #datavisualisation facility set to change the way w\xe2\x80\xa6 https://t.co/LCWNnEtN0k'
2019-08-05 23:55:56,"b'Find a #data job with SimulStat where you can build experience, friendships + more. Explore currently available fle\xe2\x80\xa6 https://t.co/Yn21LnM0mm'"
2019-08-05 14:43:40,"b'Last chance to apply for our new Data Innovation Manager role - closes tomorrow! Full time, permanent, c\xc2\xa345k\xe2\x80\xa6 https://t.co/pq0yodYVNU'"
2019-08-05 13:15:16,b'New career opportunities have been posted! Get in quick if you\xe2\x80\x99re looking to join a globally growing company workin\xe2\x80\xa6 https://t.co/o9grlSBySA'
2019-08-05 11:45:40,b'RT @WhatWorksWB: JOB ALERT: an exciting new role as senior analyst (quant) - #work and #wellbeing https://t.co/Ulb6uL6jmN #analystjobs #dat\xe2\x80\xa6'
2019-08-05 11:18:06,b'Hiring for a Head Data Sciences role for a leading Analytics player in the industry @Bangalore. Inbox me your numbe\xe2\x80\xa6 https://t.co/FBdnDmhQgx'
2019-08-05 06:50:18,"b""RT @aurin_org_au: Calling all Health geographers!  Fancy living in Canberra and working for Australia's largest CRC?  Check out the job vac\xe2\x80\xa6"""
2019-08-05 06:47:12,"b""RT @aurin_org_au: Calling all Health geographers!  Fancy living in Canberra and working for Australia's largest CRC?  Check out the job vac\xe2\x80\xa6"""
2019-08-05 06:28:13,"b""RT @aurin_org_au: Calling all Health geographers!  Fancy living in Canberra and working for Australia's largest CRC?  Check out the job vac\xe2\x80\xa6"""
2019-08-05 02:21:17,"b""RT @aurin_org_au: Calling all Health geographers!  Fancy living in Canberra and working for Australia's largest CRC?  Check out the job vac\xe2\x80\xa6"""
2019-08-05 02:10:04,"b""Calling all Health geographers!  Fancy living in Canberra and working for Australia's largest CRC?  Check out the j\xe2\x80\xa6 https://t.co/bFEv0lk3Wa"""
2019-08-04 23:02:58,b'New #job: Data Scientist Location: Auckland .. https://t.co/VdArhpEZpC #datajobs #wellingtonjobs'
2019-08-04 22:50:11,"b'[JOB ALERT] Queens University is hiring a #DataAnalyst in Kingston, ON, Canada. Interested? Check it out https://t.co/q9EPHsFW2O #DataJobs'"
2019-08-04 18:23:50,"b""RT @jamilaboughelaf: WE'RE HIRING! Senior Analyst #wellbeing and #work \n#Jobs #datajobs #evidence https://t.co/bNRZAKG8Q4"""
2019-08-04 18:16:46,b'RT @tonester524: My latest post on how automation may impact the data scientist profession...\n\n#DataScience #MachineLearning #ArtificialInt\xe2\x80\xa6'
2019-08-04 18:16:11,b'RT @tonester524: My latest post on how automation may impact the data scientist profession...\n\n#DataScience #MachineLearning #ArtificialInt\xe2\x80\xa6'
2019-08-04 18:14:36,b'My latest post on how automation may impact the data scientist profession...\n\n#DataScience #MachineLearning\xe2\x80\xa6 https://t.co/jvXSF2QFZg'
2019-08-04 14:16:49,"b""WE'RE HIRING! Senior Analyst #wellbeing and #work \n#Jobs #datajobs #evidence https://t.co/bNRZAKG8Q4"""
2019-08-03 18:08:08,b'RT @WhatWorksWB: JOB ALERT: an exciting new role as senior analyst (quant) - #work and #wellbeing https://t.co/Ulb6uL6jmN #analystjobs #dat\xe2\x80\xa6'
2019-08-03 16:16:41,b'RT @WhatWorksWB: JOB ALERT: an exciting new role as senior analyst (quant) - #work and #wellbeing https://t.co/Ulb6uL6jmN #analystjobs #dat\xe2\x80\xa6'
2019-08-02 22:40:04,b'RT @dataiku: There are two camps for getting good data scientists: 1) hire for experience and 2) hire with intentions of teaching them. Whi\xe2\x80\xa6'
2019-08-02 22:38:00,b'There are two camps for getting good data scientists: 1) hire for experience and 2) hire with intentions of teachin\xe2\x80\xa6 https://t.co/9ZhBgehYen'
2019-08-02 20:25:48,"b""RT @TableauCareers: Our Security team has a handful of roles open and we're looking for amazing talent, like you! Check out this Sr. Inform\xe2\x80\xa6"""
2019-08-02 20:23:42,"b""RT @TableauCareers: Our Security team has a handful of roles open and we're looking for amazing talent, like you! Check out this Sr. Inform\xe2\x80\xa6"""
2019-08-02 17:43:13,"b""Our Security team has a handful of roles open and we're looking for amazing talent, like you! Check out this Sr. In\xe2\x80\xa6 https://t.co/Adacs3vSNN"""
2019-08-02 16:46:10,b'RT @WhatWorksWB: JOB ALERT: an exciting new role as senior analyst (quant) - #work and #wellbeing https://t.co/Ulb6uL6jmN #analystjobs #dat\xe2\x80\xa6'
2019-08-02 16:12:24,b'RT @Shaivalini_S: Looking for people with a minimum 3 years experience for a full time work from home opportunity in data QA. DM for more d\xe2\x80\xa6'
2019-08-02 13:10:05,b'RT @WhatWorksWB: JOB ALERT: an exciting new role as senior analyst (quant) - #work and #wellbeing https://t.co/Ulb6uL6jmN #analystjobs #dat\xe2\x80\xa6'
2019-08-02 12:54:06,b'JOB ALERT: an exciting new role as senior analyst (quant) - #work and #wellbeing https://t.co/Ulb6uL6jmN\xe2\x80\xa6 https://t.co/ughU35D3A4'
2019-08-02 07:27:00,b'Looking for people with a minimum 3 years experience for a full time work from home opportunity in data QA. DM for\xe2\x80\xa6 https://t.co/wa2KqPj5eu'
